name,year,pop_t,prop_u,wat_basal_r,wat_lim_r,wat_unimp_r,wat_ns_r,arc_wat_basal_r,wat_basal_u,wat_lim_u,wat_unimp_u,wat_ns_u,arc_wat_basal_u,wat_basal_t,wat_lim_t,wat_unimp_t,wat_ns_t,arc_wat_basal_t,blank,name2,year2,wat_sm_r,wat_imp_prem_r,wat_imp_av_r,wat_imp_qual_r,wat_arc_sm_r,wat_pip_r,wat_imp_npip_r,wat_sm_u,wat_imp_prem_u,wat_imp_av_u,wat_imp_qual_u,wat_arc_sm_u,wat_pip_u,wat_imp_npip_u,wat_sm_t,wat_imp_prem_t,wat_imp_av_t,wat_imp_qual_t,wat_arc_sm_t,wat_pip_t,wat_imp_npip_t,sl,latestyear,iso3,region_sdg,region_unicef_programme,region_who,region_lldc,region_ldc,region_sids,region_fragileoecdany,region_income,name_AR,name_ES,name_FR,name_RU,name_ZH
Afghanistan,2010,28284.089,23.73699951,41.54457032,4.390295425,33.07447416,20.9906601,2.20148325,73.51670234,3.581247646,18.10505334,4.796996672,1.658085346,49.1337948,4.198251741,29.52118319,17.14677026,2.129227877,,Afghanistan,2010,16.47804902,17.72248987,25.14628432,16.47804902,0.826450765,6.638058367,39.29680737,28.04932129,60.70898928,33.0101272,28.04932129,0.60400629,29.03752243,48.06042756,19.22472174,27.92619476,27.01292452,19.22472174,0.794652879,11.95501891,41.37702763,11,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2011,29347.708,23.94799995,43.82954966,4.47331999,31.57941337,20.11771698,2.20148325,75.39845029,3.58204318,16.64110119,4.378405339,1.658085346,51.38967182,4.259877159,28.0019839,16.34846712,2.129227877,,Afghanistan,2011,17.32751454,19.10896807,26.44260899,17.32751454,0.826450765,7.587972052,40.7148976,28.73421715,62.01795385,33.81615382,28.73421715,0.60400629,30.31318776,48.66730571,20.05919239,29.38481312,28.20842648,20.05919239,0.794652879,13.03020723,42.61934175,12,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2012,30560.034,24.15999985,46.12857941,4.54229415,30.08435258,19.24477387,2.20148325,77.28432893,3.578708023,15.17714904,3.959814006,1.658085346,53.65580948,4.309491841,26.48277068,15.55192799,2.129227877,,Afghanistan,2012,18.17698006,20.54180933,27.73893366,18.17698006,0.826450765,8.537885736,42.13298782,29.41911301,63.31865222,34.62218043,29.41911301,0.60400629,31.5888531,49.27418385,20.89307977,30.876695,29.40192668,20.89307977,0.794652879,14.10699963,43.8583017,13,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2013,31622.704,24.37299919,48.44165956,4.597217904,28.58929179,18.37183075,2.20148325,79.17433826,3.571242175,13.71319689,3.541222673,1.658085346,55.93213522,4.347156864,24.96354108,14.75716683,2.129227877,,Afghanistan,2013,19.02644557,22.02101366,29.03525833,19.02644557,0.826450765,9.48779942,43.55107804,30.10400887,64.6110844,35.42820705,30.10400887,0.60400629,32.86451843,49.881062,21.72638004,32.4014913,30.59341176,21.72638004,0.794652879,15.18540697,45.09388512,14,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2014,32792.523,24.58699989,50.76879012,4.638091254,27.094231,17.49888763,2.20148325,81.06847828,3.559645638,12.24924474,3.12263134,1.658085346,58.21857478,4.372933904,23.44429342,13.96419789,2.129227877,,Afghanistan,2014,19.87591109,23.54658106,30.33158299,19.87591109,0.826450765,10.4377131,44.96916827,30.78890474,65.89525038,36.23423367,30.78890474,0.60400629,34.14018377,50.48794015,22.55908898,33.95884823,31.78286805,22.55908898,0.794652879,16.26543944,46.32606925,15,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2015,33831.764,24.8030014,53.10997108,4.664914198,25.5991702,16.62594452,2.20148325,82.96674899,3.54391841,10.78529259,2.704040007,1.658085346,60.51534767,4.38687355,21.92488462,13.17289416,2.129227877,,Afghanistan,2015,20.72537661,25.11851152,31.62790766,20.72537661,0.826450765,11.38762679,46.38725849,31.4738006,67.17115017,37.04026029,31.4738006,0.60400629,35.4158491,51.0948183,23.39130818,35.54882791,32.97033326,23.39130818,0.794652879,17.34734704,47.55487417,16,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2016,34700.612,25.02000046,55.46520245,4.677686737,24.10410941,15.7530014,2.20148325,84.86915039,3.524060492,9.321340444,2.285448674,1.658085346,62.82207041,4.389049503,20.4054601,12.38341998,2.129227877,,Afghanistan,2016,21.57484212,26.73680504,32.92423233,21.57484212,0.826450765,12.33754047,47.80534871,32.15869646,68.43878377,37.8462869,32.15869646,0.60400629,36.69151444,51.70169645,24.22292256,37.17063993,34.15573062,24.22292256,0.794652879,18.43090462,48.7802153,17,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2017,35688.935,25.25,57.83448422,4.676408871,22.60904862,14.88005829,2.20148325,86.77568248,3.500071884,7.857388294,1.866857341,1.658085346,65.14213606,4.379383727,18.88425533,11.59422488,2.129227877,,Afghanistan,2017,22.42430764,28.40146163,34.22055699,22.42430764,0.826450765,13.28745416,49.22343894,32.84359233,69.69815116,38.65231352,32.84359233,0.60400629,37.96717977,52.30857459,25.05517674,38.82887536,35.3395751,25.05517674,0.794652879,19.51908469,50.00243509,18,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2018,36743.039,25.49499893,60.2178164,4.6610806,21.11398783,14.00711517,2.20148325,88.68634526,3.471952585,6.393436144,1.448266008,1.658085346,67.47586946,4.357912547,17.36098099,10.80523701,2.129227877,,Afghanistan,2018,23.27377316,30.11248128,35.51688166,23.27377316,0.826450765,14.23736784,50.64152916,33.52848819,70.94925237,39.45834014,33.52848819,0.60400629,39.2428451,52.91545274,25.88821338,40.52381681,36.52175749,25.88821338,0.794652879,20.6125146,51.2212674,19,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2019,37856.121,25.7539978,62.61519898,4.631701923,19.61892704,13.13417206,2.20148325,90.60113873,3.439702596,4.929483994,1.029674675,1.658085346,69.82269765,4.324714446,15.8358079,10.01678001,2.129227877,,Afghanistan,2019,24.12323867,31.869864,36.81320633,24.12323867,0.826450765,15.18728152,52.05961938,34.21338405,72.19208737,40.26436675,34.21338405,0.60400629,40.51851044,53.52233089,26.72185462,42.25444889,37.70201822,26.72185462,0.794652879,21.71108588,52.43632621,20,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2020,39068.979,26.02599907,65.02663197,4.588272841,18.12386625,12.26122894,2.20148325,92.5200629,3.403321917,3.465531844,0.611083342,1.658085346,72.18207102,4.279877477,14.30888941,9.229162096,2.129227877,,Afghanistan,2020,24.97270419,33.67360978,38.10953099,24.97270419,0.826450765,16.13719521,53.4777096,34.89827991,73.42665619,41.07039337,34.89827991,0.60400629,41.79417577,54.12920904,27.55593405,44.01973653,38.88012451,27.55593405,0.794652879,22.81468033,53.64726817,21,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2021,40000.412,26.31399918,67.45211537,4.530793354,16.62880546,11.38828582,2.20148325,94.44311775,3.362810547,2.001579694,0.192492009,1.658085346,74.554526,4.223450272,12.77979923,8.442224506,2.129227877,,Afghanistan,2021,25.82216971,35.52371863,39.40585566,25.82216971,0.826450765,17.08710889,54.89579983,35.58317578,74.6529588,41.87641999,35.58317578,0.60400629,43.06984111,54.73608719,28.39068019,45.82018572,40.05595908,28.39068019,0.794652879,23.92420441,54.85377185,22,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2022,40578.842,26.61600113,69.89164916,4.459263462,15.13374467,10.51534271,2.20148325,96.37030329,3.318168488,0.311528221,0,1.658085346,76.93920756,4.155549594,11.18866387,7.716578973,2.129227877,,Afghanistan,2022,26.67163522,37.42019055,40.70218033,26.67163522,0.826450765,18.03702258,56.31389005,36.26807164,75.87099523,42.68244661,36.26807164,0.60400629,44.34550644,55.34296534,29.22582267,47.65425678,41.22924781,29.22582267,0.794652879,25.03928872,56.05546844,23,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2023,41454.761,26.93299866,72.34523337,4.373683165,13.63868387,9.642399591,2.20148325,96.78117253,3.218827467,0,0,1.658085346,78.92656439,4.062645854,9.965377696,7.045412058,2.129227877,,Afghanistan,2023,27.52110074,39.36302552,41.99850499,27.52110074,0.826450765,18.98693626,57.73198027,36.38141,75.88854483,42.81583,36.38141,0.60400629,45.62117178,54.37882822,29.90744765,49.20044336,42.21863488,29.90744765,0.794652879,26.16033477,56.82887548,24,0,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Afghanistan,2024,42647.492,27.26499939,74.81286798,4.274052463,12.14362308,8.769456476,2.20148325,96.89088289,3.109117111,0,0,1.658085346,80.83243745,3.956432755,8.832665826,6.37846397,2.129227877,,Afghanistan,2024,28.37056626,41.35222357,43.29482966,28.37056626,0.826450765,19.93684994,59.1500705,36.38141,75.66899625,42.81583,36.38141,0.60400629,46.89683711,53.10316289,30.55472231,50.70869101,43.1642296,30.55472231,0.794652879,27.28749019,57.50138002,25,1,AFG,Central and Southern Asia,South Asia,Eastern Mediterranean,Landlocked developing countries,Least developed countries,,Fragile or Extremely Fragile,Low income,أفغانستان,Afganistán,Afghanistan,Афганистан,阿富汗
Albania,2000,3166.148,41.74099731,80.42315749,13.94876249,4.042563965,1.585516055,0.569508374,94.73495286,4.822874438,0.442172704,0,0.038702343,86.39704248,10.13952548,2.539726244,0.923705798,0.363432705,,Albania,2000,,57.77399782,53.29462886,,,64.26864125,30.10327873,,92.23487633,43.33725315,,,98.11124168,1.446585618,49.13831997,72.15831165,49.13831997,93.90384167,0.902309,78.39487953,18.14168843,26,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2001,3147.943,42.43499756,81.09465241,13.37850272,4.054357101,1.472487768,0.569508374,94.78480855,4.659722173,0.555469272,0,0.038702343,86.9040699,9.678688226,2.569604284,0.847637591,0.363432705,,Albania,2001,,58.32913829,53.35179936,,,64.83899983,29.6341553,,91.99951567,43.28793546,,,97.39218127,2.052349455,49.08119867,72.61716257,49.08119867,93.94877215,0.902309,78.652942,17.92981612,27,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2002,3134.092,43.50099945,81.76740156,12.80698872,4.066150237,1.35945948,0.569508374,94.834305,4.49692916,0.668765839,0,0.038702343,87.45163616,9.192029968,2.58825283,0.768081044,0.363432705,,Albania,2002,,58.88533569,53.40896986,,,65.40935841,29.16503187,,91.76445213,43.23861777,,,96.67312087,2.658113292,48.9847658,73.18808056,48.9847658,94.00801908,0.902309,79.00940825,17.63425788,28,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2003,3118.088,44.57300186,82.44140493,12.23422051,4.077943372,1.246431193,0.569508374,94.8834422,4.334495397,0.782062407,0,0.038702343,87.98719112,8.713075725,2.608873764,0.690859392,0.363432705,,Albania,2003,,59.44259002,53.46614036,,,65.979717,28.69590844,,91.52968572,43.18930008,,,95.95406046,3.263877129,48.88544262,73.74476862,48.88544262,94.06307619,0.902309,79.34017835,17.3600885,29,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2004,3098.657,45.65100098,83.11666251,11.66019807,4.089736508,1.133402905,0.569508374,94.93222014,4.172420885,0.895358974,0,0.038702343,88.51058212,8.24195293,2.631471801,0.615993152,0.363432705,,Albania,2004,,60.00090128,54.77206004,,,66.55007558,28.22678501,,91.29521642,45.8908058,,,95.23500006,3.869640965,50.71767846,74.28706838,50.71767846,94.22913377,0.902309,79.64502974,17.1075053,30,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2005,3076.159,46.73100281,83.79317432,11.08492142,4.101529644,1.020374618,0.569508374,94.98063883,4.010705624,1.008655542,0,0.038702343,89.02119006,7.779069761,2.656196816,0.543543363,0.363432705,,Albania,2005,,60.56026946,56.0806474,,,67.12043416,27.75766158,,91.06104425,48.58602204,,,94.51593966,4.475404802,52.57833499,74.81358801,52.57833499,94.39088549,0.902309,79.92262941,16.87763042,31,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2006,3050.809,47.81500244,84.47094035,10.50839054,4.11332278,0.90734633,0.569508374,95.02869828,3.849349614,1.121952109,0,0.038702343,89.51913479,7.324370268,2.682996255,0.473498689,0.363432705,,Albania,2006,,61.12069457,57.39190244,,,67.69079275,27.28853814,,90.82716921,51.27494878,,,93.79687925,5.081168639,54.46708247,75.32484766,54.46708247,94.54837749,0.902309,80.17342035,16.6700847,32,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2007,3022.887,48.90200043,85.14996061,9.930605435,4.125115915,0.794318043,0.569508374,95.07639847,3.688352856,1.235248677,0,0.038702343,90.00418963,6.878019365,2.711910347,0.405880657,0.363432705,,Albania,2007,,61.68217661,58.70582517,,,68.26115133,26.81941471,,90.59359128,53.95758603,,,93.07781885,5.686932476,56.38384292,75.82043831,56.38384292,94.70153341,0.902309,80.39699997,16.48520903,33,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2008,2992.93,49.99100113,85.83023508,9.351566112,4.136909051,0.681289755,0.569508374,95.12373941,3.527715348,1.348545244,0,0.038702343,90.4761525,6.440164962,2.74297634,0.340706196,0.363432705,,Albania,2008,,62.24471557,60.02241558,,,68.83150991,26.35029128,,90.36031048,56.6339338,,,92.35875844,6.292696312,58.32848068,76.29998413,58.32848068,94.85028401,0.902309,80.59301829,16.32329917,34,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2009,2961.479,51.07600021,86.51176378,8.771272568,4.148702187,0.568261468,0.569508374,95.1707211,3.367437091,1.461841811,0,0.038702343,90.93441319,6.01120941,2.776361175,0.278016224,0.363432705,,Albania,2009,,62.80831146,61.34167367,,,69.4018685,25.88116785,,90.12732679,59.30399207,,,91.63969804,6.898460149,60.30090743,76.76177263,60.30090743,94.99440918,0.902309,80.76006307,16.18555953,35,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2010,2928.722,52.1629982,87.1945467,8.189724802,4.160495323,0.45523318,0.569508374,95.21734354,3.207518085,1.575138379,0,0.038702343,91.3794795,5.590856489,2.811894103,0.217769908,0.363432705,,Albania,2010,,63.37296428,62.66359944,,,69.97222708,25.41204442,,89.89464024,61.96776085,,,90.92063764,7.504223986,62.30063015,77.20746684,62.30063015,95.13409935,0.902309,80.89954737,16.07078862,36,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2011,2911.504,53.24699783,87.87858383,7.606922814,4.172288458,0.342204893,0.569508374,95.26360672,3.04795833,1.688434946,0,0.038702343,91.81088393,5.17941088,2.849714135,0.159991052,0.363432705,,Albania,2011,,63.93867402,63.9881929,,,70.54258566,24.94292098,,89.6622508,64.62524014,,,90.20157723,8.109987823,64.32739937,77.63570416,64.32739937,95.26917818,0.902309,81.01040607,15.97988874,37,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2012,2910.004,54.32999802,88.5638752,7.022866605,4.184081594,0.229176606,0.569508374,95.30951066,2.888757826,1.801731514,0,0.038702343,92.2287797,4.776805439,2.889749901,0.104664962,0.363432705,,Albania,2012,,64.5054407,65.31545404,,,71.11294425,24.47379755,,89.43015849,67.27642994,,,89.48251683,8.71575166,66.38085285,78.0470401,66.38085285,95.39971333,0.902309,81.09313343,15.91245171,38,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2013,2907.573,55.38700104,89.25042078,6.437556174,4.19587473,0.116148318,0.569508374,95.35505535,2.729916573,1.915028081,0,0.038702343,92.63159471,4.384005795,2.932582243,0.051817248,0.363432705,,Albania,2013,,65.0732643,66.64538287,,,71.68330283,24.00467412,,89.19836329,69.92133025,,,88.76345642,9.321515496,68.45983183,78.43543302,68.45983183,95.52509099,0.902309,81.14348759,15.87211292,39,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
Albania,2014,2903.749,56.42300415,89.93822058,5.850991522,4.207667866,0.003120031,0.569508374,95.40024078,2.571434571,2.028324649,0,0.038702343,93.02005323,4.000566876,2.978020277,0.001359616,0.363432705,,Albania,2014,,65.64214482,67.97797937,,,72.25366141,23.53555069,,88.96686522,72.55994107,,,88.04439602,9.927279333,70.56325735,78.80264979,70.56325735,95.64556754,0.902309,81.16326529,15.85735482,40,0,ALB,Europe and Northern America,Europe and Central Asia,Europe,,,,,Upper middle income,ألبانيا,Albania,Albanie,Албания,阿尔巴尼亚
